Claim_ID,Policy_ID,Policy_Holder,Claim_Date,Claim_Type,Policy_Type,Claim_Amount,Reimbursed_Amount,Premium_Amount,Coverage_Amount,Location,Region,Rainfall_mm,Weather_Condition,Incident_Description,Claim_Channel,Customer_Age,Customer_Gender,Settlement_Status,Processing_Days,Fraud_Flag,Claim_Loss_Ratio
C6423-J,P83334-Z,Biju Lad,2024-09-04,Property,Property,498217,306705,35252,689184,Delhi,North,212,Moderate Rain,Crop Loss,Online,58,Other,Settled,12,No,0.72
C4705-P,P33886-G,Navya Sathe,2024-10-03,Property,Life,265599,188544,10388,382999,Delhi,North,234,Light Rain,Crop Loss,Mobile App,35,Female,Settled,29,No,0.69
C2727-P,P35936-L,Samar Subramaniam,2024-12-01,Agriculture,Property,164810,164810,46740,391661,Jaipur,North,96,Heavy Rain,House Damage,Online,29,Other,Pending,8,No,0.42
C1655-B,P96663-K,Hunar Sandhu,2024-09-05,Vehicle,Property,142753,142753,38442,313780,Mumbai,West,124,Heavy Rain,House Damage,Agent,19,Other,Settled,6,Yes,0.45
C9648-E,P67323-S,Riya Manne,2024-10-29,Agriculture,Agriculture,225174,225174,5894,461818,Delhi,North,288,Heavy Rain,Flood Damage,Online,42,Other,Pending,30,No,0.49
C3704-P,P31111-S,Sumer Rau,2024-06-03,Vehicle,Health,75284,75284,48331,178987,Ahmedabad,West,146,Flood,Hospitalization,Online,34,Other,Settled,24,No,0.42
C4812-Y,P21153-B,Kimaya Tiwari,2024-03-22,Property,Vehicle,285958,285958,45076,383005,Delhi,North,103,Heavy Rain,Hospitalization,Mobile App,33,Other,Settled,14,No,0.75
C9593-V,P72884-H,Kashvi Kar,2024-02-09,Health,Vehicle,187438,187438,25714,321918,Pune,West,69,Flood,Hospitalization,Mobile App,68,Other,Settled,26,No,0.58
C1411-D,P44545-M,Rati Raman,2024-07-07,Agriculture,Agriculture,282577,282577,48936,391849,Lucknow,North,66,Flood,Hospitalization,Agent,34,Female,Settled,10,Yes,0.72
C5535-T,P86482-I,Devansh Chacko,2024-02-29,Agriculture,Health,194368,194368,5243,410098,Mumbai,West,283,Flood,Hospitalization,Branch,68,Male,Settled,17,No,0.47
C8744-R,P55195-L,Ehsaan Iyer,2024-01-18,Health,Property,163776,163776,11802,229973,Lucknow,North,252,Flood,Road Accident,Agent,31,Female,Settled,21,No,0.71
C7612-C,P63787-Q,Aaryahi Tella,2024-01-02,Property,Agriculture,275472,275472,12906,331452,Bangalore,South,280,Moderate Rain,Hospitalization,Branch,39,Male,Settled,4,No,0.83
C7356-N,P76074-A,Adah Venkataraman,2024-08-02,Agriculture,Property,81379,81379,27976,338480,Lucknow,North,191,Heavy Rain,Flood Damage,Agent,65,Female,Rejected,8,No,0.24
C3528-Y,P63095-Z,Drishya Sem,2024-12-10,Agriculture,Health,281778,281778,23912,352507,Delhi,North,270,Flood,Flood Damage,Agent,67,Male,Settled,14,No,0.8
C3065-I,P80144-H,Anay Chand,2024-04-22,Health,Health,55557,55557,37499,302611,Jaipur,North,170,Heavy Rain,Crop Loss,Online,40,Male,Settled,3,No,0.18
C7141-O,P86088-G,Kabir Chakrabarti,2024-07-30,Property,Vehicle,453904,453904,38875,695818,Ahmedabad,West,264,Heavy Rain,Hospitalization,Mobile App,19,Male,Rejected,12,No,0.65
C1921-P,P56241-O,Emir Dyal,2024-03-05,Agriculture,Life,238506,238506,30568,457034,Jaipur,North,294,Moderate Rain,Hospitalization,Mobile App,45,Male,Pending,21,No,0.52
C6715-N,P65291-Z,Saksham Bava,2024-09-23,Property,Agriculture,148266,148266,47641,407400,Delhi,North,230,Heavy Rain,Crop Loss,Mobile App,51,Male,Settled,13,No,0.36
C6881-N,P83637-A,Darshit Date,2024-09-17,Property,Agriculture,262933,262933,28738,395175,Delhi,North,233,Moderate Rain,Hospitalization,Agent,19,Female,Pending,20,No,0.67
C4025-D,P35561-U,Dishani Bhardwaj,2024-04-11,Agriculture,Property,276011,276011,14309,369399,Mumbai,West,166,Light Rain,Crop Loss,Agent,29,Female,Rejected,3,Yes,0.75
C1833-B,P25636-M,Mannat Devi,2024-05-02,Property,Health,103709,103709,6356,172355,Bangalore,South,299,Heavy Rain,Crop Loss,Online,28,Other,Settled,29,No,0.6
C9242-Z,P36385-T,Prerak Goyal,2024-12-22,Vehicle,Health,33696,33696,33911,300523,Pune,West,192,Heavy Rain,Hospitalization,Online,56,Male,Rejected,22,No,0.11
C8760-V,P32907-D,Mohanlal Batra,2024-11-10,Agriculture,Life,76490,76490,16660,138973,Delhi,North,54,Moderate Rain,Road Accident,Online,69,Other,Pending,28,No,0.55
C9403-U,P26209-G,Lakshay Ahluwalia,2024-09-26,Agriculture,Health,111102,111102,38992,193836,Pune,West,93,Heavy Rain,Flood Damage,Mobile App,21,Male,Pending,30,No,0.57
C1109-Z,P39409-P,Hrishita Sule,2024-04-02,Health,Property,136652,133846,40932,337037,Chennai,South,245,Flood,Hospitalization,Mobile App,69,Other,Settled,11,No,0.41
C3709-U,P93941-R,Kimaya Hayre,2024-03-07,Health,Property,165316,165316,40822,247151,Lucknow,North,84,Light Rain,Road Accident,Mobile App,59,Female,Settled,3,No,0.67
C6345-Z,P20785-G,Nirvi Krishnamurthy,2024-06-05,Agriculture,Agriculture,146930,146930,18978,394873,Pune,West,194,Light Rain,Road Accident,Mobile App,45,Other,Settled,14,No,0.37
C5236-H,P95349-F,Kartik Som,2024-05-25,Health,Agriculture,35641,35641,10369,310964,Kolkata,East,53,Light Rain,House Damage,Mobile App,42,Other,Pending,6,No,0.11
C3550-L,P48562-T,Romil Virk,2024-03-07,Agriculture,Vehicle,154051,98583,14501,451094,Pune,West,79,Moderate Rain,Crop Loss,Mobile App,51,Male,Settled,26,No,0.34
C2594-Z,P21956-A,Ishita Wadhwa,2024-11-11,Health,Agriculture,89418,58803,45012,186247,Mumbai,West,238,Light Rain,Flood Damage,Online,49,Female,Pending,23,Yes,0.48
C3221-D,P32945-S,Chirag Dua,2024-09-01,Vehicle,Agriculture,143394,143394,19001,334893,Pune,West,232,Light Rain,Flood Damage,Agent,39,Other,Pending,6,Yes,0.43
C7505-X,P53164-V,Bhamini Bhardwaj,2024-04-24,Property,Life,436089,436089,18658,694729,Kolkata,East,206,Light Rain,Hospitalization,Agent,37,Female,Pending,28,No,0.63
C5980-O,P96711-O,Ritvik Bhatt,2024-01-07,Health,Life,183690,183690,19014,330604,Pune,West,130,Moderate Rain,Crop Loss,Mobile App,25,Male,Settled,30,No,0.56
C6081-E,P40853-W,Suhana Buch,2024-11-22,Vehicle,Health,85624,85248,31937,177093,Hyderabad,South,239,Moderate Rain,Crop Loss,Mobile App,62,Male,Rejected,20,No,0.48
C8368-E,P34423-B,Eshani Jayaraman,2024-12-21,Health,Property,167210,167210,43807,418264,Bangalore,South,267,Flood,House Damage,Branch,22,Other,Pending,30,No,0.4
C1321-C,P17755-O,Kimaya Dara,2024-05-20,Agriculture,Life,276753,276753,35348,513761,Bangalore,South,222,Flood,Crop Loss,Branch,51,Other,Pending,27,No,0.54
C6996-C,P68233-G,Madhav Devan,2024-07-05,Property,Property,387379,339912,29966,456279,Pune,West,112,Light Rain,Hospitalization,Branch,56,Other,Pending,19,No,0.85
C5894-Y,P42664-T,Pihu Din,2024-10-26,Property,Property,390708,390708,15020,578234,Bangalore,South,107,Moderate Rain,Hospitalization,Branch,57,Female,Pending,14,No,0.68
C1183-I,P58034-L,Aarush Karpe,2024-10-26,Health,Agriculture,135381,135381,29179,395260,Bangalore,South,136,Heavy Rain,Flood Damage,Branch,54,Other,Settled,3,No,0.34
C2530-B,P31255-R,Keya Chandra,2024-03-17,Agriculture,Health,108004,108004,44498,397149,Mumbai,West,52,Flood,House Damage,Online,42,Male,Settled,29,No,0.27
C9359-D,P75553-I,Priyansh Rama,2024-06-17,Agriculture,Vehicle,92870,92870,40154,234220,Bangalore,South,275,Flood,Flood Damage,Branch,55,Other,Settled,8,No,0.4
C2450-W,P98125-G,Neelofar Shanker,2024-02-29,Vehicle,Life,114024,114024,42192,400107,Bangalore,South,93,Flood,House Damage,Branch,35,Male,Pending,16,No,0.28
C2062-X,P20746-Y,Ishaan Choudhary,2024-06-23,Agriculture,Health,156306,156306,7349,266389,Pune,West,68,Moderate Rain,Crop Loss,Branch,62,Female,Pending,12,No,0.59
C5274-V,P75097-C,Heer Date,2024-10-10,Vehicle,Health,100615,100615,42755,224647,Pune,West,129,Heavy Rain,Crop Loss,Mobile App,56,Other,Settled,4,No,0.45
C5848-W,P15200-M,Neysa Kohli,2024-12-06,Property,Life,444890,444890,46386,610703,Delhi,North,227,Heavy Rain,House Damage,Branch,42,Female,Settled,8,No,0.73
C5224-Z,P78009-I,Nitya Jha,2024-05-11,Agriculture,Vehicle,282783,193711,28761,500046,Mumbai,West,54,Light Rain,Road Accident,Online,44,Other,Pending,24,No,0.57
C9999-X,P64235-W,Nakul Sankaran,2024-07-07,Agriculture,Property,68369,68369,12154,208235,Lucknow,North,245,Flood,Hospitalization,Online,25,Male,Pending,28,No,0.33
C5281-Y,P60383-F,Taran Sule,2024-03-26,Health,Property,118762,65669,9987,202002,Chennai,South,122,Flood,Flood Damage,Online,28,Female,Settled,21,Yes,0.59
C2902-H,P92417-I,Eva Kapoor,2024-02-12,Agriculture,Health,198846,198846,22520,478354,Kolkata,East,103,Light Rain,Hospitalization,Branch,37,Male,Pending,9,No,0.42
C2184-W,P93400-V,Prisha Samra,2024-07-02,Property,Vehicle,187837,187837,5444,444950,Mumbai,West,96,Flood,House Damage,Online,64,Other,Settled,29,No,0.42
C6410-O,P57837-G,Aayush Deshmukh,2024-12-21,Agriculture,Life,268759,147013,40706,468055,Hyderabad,South,280,Moderate Rain,Flood Damage,Agent,53,Female,Settled,24,No,0.57
C9729-P,P32311-V,Saksham Chaudhari,2024-11-10,Vehicle,Health,133741,133741,33385,352302,Lucknow,North,214,Flood,Hospitalization,Mobile App,48,Male,Settled,20,No,0.38
C6513-S,P71449-Y,Charvi Batra,2024-07-10,Health,Life,101949,101949,28922,195860,Jaipur,North,285,Flood,Flood Damage,Mobile App,68,Female,Settled,14,No,0.52
C5712-D,P76544-F,Reyansh Yadav,2024-04-08,Property,Property,176109,169967,46773,280624,Lucknow,North,232,Flood,House Damage,Branch,68,Female,Settled,9,No,0.63
C4679-M,P72745-R,Priyansh Rege,2024-07-07,Property,Property,336261,336261,9862,532480,Lucknow,North,162,Light Rain,Crop Loss,Branch,45,Male,Settled,9,No,0.63
C2713-X,P30678-L,Vardaniya Sawhney,2024-11-15,Health,Health,141250,141250,33163,391157,Mumbai,West,135,Flood,Hospitalization,Mobile App,44,Male,Settled,8,No,0.36
C3835-T,P32841-W,Tarini Lanka,2024-10-06,Agriculture,Vehicle,216090,216090,18788,304544,Chennai,South,255,Heavy Rain,Flood Damage,Branch,68,Male,Pending,19,No,0.71
C7291-R,P97395-U,Riya Tata,2024-09-30,Health,Life,168959,168959,35937,303225,Kolkata,East,146,Flood,Hospitalization,Mobile App,61,Other,Rejected,13,No,0.56
C6499-M,P83259-E,Vardaniya Singhal,2024-07-03,Vehicle,Property,45452,45452,27325,263086,Bangalore,South,176,Light Rain,Hospitalization,Branch,40,Other,Settled,8,No,0.17
C4368-Q,P35489-W,Suhana Goel,2024-04-17,Health,Vehicle,94523,94523,27025,273827,Mumbai,West,272,Heavy Rain,Crop Loss,Mobile App,35,Male,Pending,11,No,0.35
C7103-K,P71304-C,Vardaniya Choudhury,2024-10-08,Property,Agriculture,344667,344667,27052,642738,Kolkata,East,260,Flood,House Damage,Online,57,Male,Settled,3,No,0.54
C6194-G,P62519-T,Kiara Bhardwaj,2024-10-13,Property,Property,235580,235580,18462,483583,Delhi,North,196,Flood,Flood Damage,Online,45,Female,Pending,4,No,0.49
C2530-U,P58517-H,Renee Dass,2024-11-12,Vehicle,Life,72337,72337,22703,265360,Chennai,South,193,Moderate Rain,Hospitalization,Branch,57,Other,Settled,12,No,0.27
C9099-L,P85553-I,Drishya Kuruvilla,2024-04-07,Agriculture,Agriculture,216062,216062,12524,443431,Mumbai,West,152,Moderate Rain,Hospitalization,Branch,44,Female,Settled,22,No,0.49
C3667-K,P80139-P,Shamik Boase,2024-04-12,Property,Life,181039,181039,48794,266488,Mumbai,West,195,Flood,Crop Loss,Online,64,Female,Rejected,8,No,0.68
C6071-E,P81291-G,Kimaya Lad,2024-06-05,Agriculture,Property,177023,177023,28899,363949,Hyderabad,South,224,Flood,Flood Damage,Online,52,Female,Pending,9,No,0.49
C3097-C,P29728-L,Manikya Mallick,2024-07-30,Agriculture,Agriculture,177292,177292,38050,276686,Chennai,South,109,Heavy Rain,Road Accident,Mobile App,67,Male,Pending,6,No,0.64
C5834-O,P60541-K,Zeeshan Raman,2024-06-11,Property,Health,294514,294514,21792,564725,Lucknow,North,217,Light Rain,Road Accident,Agent,41,Male,Rejected,22,No,0.52
C8812-H,P86868-B,Krish Acharya,2024-10-07,Vehicle,Life,122643,122643,11734,388991,Delhi,North,286,Heavy Rain,House Damage,Mobile App,42,Male,Pending,21,No,0.32
C6405-Y,P66177-S,Jayan Tailor,2024-02-25,Health,Agriculture,91194,91194,25655,388869,Chennai,South,277,Moderate Rain,Flood Damage,Online,58,Male,Pending,22,No,0.23
C4408-Y,P53904-S,Keya Kala,2024-03-29,Property,Agriculture,363457,363457,24300,467375,Hyderabad,South,176,Heavy Rain,Hospitalization,Online,29,Other,Settled,9,No,0.78
C3366-L,P78553-P,Kabir Dasgupta,2024-12-07,Health,Property,101070,101070,29893,359937,Jaipur,North,94,Heavy Rain,Road Accident,Mobile App,32,Female,Settled,28,No,0.28
C8845-W,P25814-B,Samar Mander,2024-08-29,Agriculture,Life,272586,272586,49046,557053,Delhi,North,298,Flood,Crop Loss,Online,46,Other,Rejected,26,No,0.49
C1005-G,P60695-C,Lavanya Master,2024-04-30,Property,Agriculture,340372,340372,44717,550898,Bangalore,South,131,Flood,Flood Damage,Agent,42,Female,Settled,12,No,0.62
C9976-R,P96300-O,Pari Korpal,2024-08-13,Vehicle,Health,93081,93081,47456,389217,Mumbai,West,253,Moderate Rain,House Damage,Agent,34,Male,Rejected,17,No,0.24
C9953-G,P10476-B,Azad Tailor,2024-04-01,Property,Vehicle,264456,264456,32589,488706,Jaipur,North,155,Light Rain,Hospitalization,Online,67,Female,Settled,8,No,0.54
C3797-D,P11558-A,Samarth Rege,2024-07-12,Health,Health,106213,106213,20182,392438,Kolkata,East,264,Light Rain,Flood Damage,Agent,41,Female,Settled,10,No,0.27
C1758-I,P22340-H,Indrans Dayal,2024-12-10,Vehicle,Property,46033,46033,49128,326795,Kolkata,East,264,Flood,Hospitalization,Agent,35,Female,Settled,25,No,0.14
C8082-G,P10979-I,Ishita Raj,2024-11-26,Vehicle,Property,101422,101422,19941,333626,Lucknow,North,105,Heavy Rain,Hospitalization,Mobile App,59,Female,Settled,23,No,0.3
C8119-C,P71485-N,Kiara Malhotra,2024-01-15,Health,Health,199374,120478,35456,256026,Mumbai,West,234,Flood,Road Accident,Mobile App,53,Other,Settled,3,No,0.78
C5536-Q,P79321-K,Myra Venkatesh,2024-11-13,Agriculture,Vehicle,155407,155407,22236,445637,Chennai,South,121,Moderate Rain,Crop Loss,Agent,34,Other,Pending,17,No,0.35
C9407-U,P19952-S,Nirvi Kapadia,2024-12-24,Health,Agriculture,115761,115761,5499,177028,Pune,West,86,Flood,Flood Damage,Mobile App,33,Male,Pending,10,No,0.65
C9455-F,P84299-L,Eva Thaman,2024-08-07,Agriculture,Agriculture,257446,257446,9777,529803,Lucknow,North,273,Moderate Rain,Crop Loss,Mobile App,33,Female,Settled,15,No,0.49
C6216-Z,P21585-T,Ryan Aurora,2024-09-20,Vehicle,Vehicle,145037,145037,12570,437027,Kolkata,East,262,Light Rain,Road Accident,Agent,66,Other,Settled,8,No,0.33
C9672-X,P25007-B,Yakshit Khatri,2024-03-09,Health,Vehicle,122345,122345,43846,374638,Kolkata,East,284,Moderate Rain,Crop Loss,Mobile App,58,Other,Settled,7,No,0.33
C3431-G,P29876-M,Hiran Dhingra,2024-02-27,Agriculture,Life,181131,181131,18345,313358,Hyderabad,South,100,Heavy Rain,Flood Damage,Branch,30,Male,Settled,11,No,0.58
C8841-F,P60328-K,Diya Manda,2024-01-01,Agriculture,Health,58189,58189,27521,238430,Mumbai,West,108,Flood,Crop Loss,Agent,35,Male,Settled,20,No,0.24
C1323-M,P26249-R,Zain Hans,2024-12-06,Property,Life,380227,380227,30531,457564,Chennai,South,268,Light Rain,House Damage,Mobile App,29,Other,Settled,17,No,0.83
C6779-R,P76920-K,Myra Krishnan,2024-01-25,Health,Health,99635,64240,22243,288654,Delhi,North,215,Light Rain,House Damage,Agent,22,Female,Settled,12,No,0.35
C8113-I,P49702-F,Ehsaan Chopra,2024-06-06,Agriculture,Agriculture,275261,191556,49835,506470,Bangalore,South,249,Flood,Road Accident,Mobile App,64,Male,Pending,14,No,0.54
C5280-N,P61010-T,Shray Mannan,2024-05-14,Health,Agriculture,128720,128720,35692,312842,Lucknow,North,102,Moderate Rain,Road Accident,Agent,69,Male,Rejected,19,No,0.41
C9323-D,P56702-K,Anvi Ray,2024-07-04,Health,Agriculture,50093,50093,16260,127448,Bangalore,South,128,Flood,Flood Damage,Branch,39,Male,Settled,4,No,0.39
C2382-D,P62384-I,Samiha Gade,2024-05-01,Health,Agriculture,51599,33433,48505,245030,Pune,West,280,Flood,Flood Damage,Agent,54,Male,Settled,20,No,0.21
C4758-O,P22723-V,Zoya Bora,2024-10-22,Property,Vehicle,331815,331815,48131,513629,Bangalore,South,224,Moderate Rain,Hospitalization,Agent,22,Male,Settled,11,No,0.65
C1795-U,P12103-Z,Aradhya Sachdeva,2024-03-15,Vehicle,Health,135468,135468,34985,337923,Delhi,North,290,Flood,Hospitalization,Branch,60,Female,Pending,20,No,0.4
C1071-D,P67949-D,Hunar Yohannan,2024-01-16,Property,Life,416215,416215,39662,623064,Pune,West,139,Moderate Rain,Hospitalization,Mobile App,50,Female,Settled,22,No,0.67
C3996-V,P31471-Z,Zeeshan Sachar,2024-10-03,Agriculture,Life,262771,262771,43775,502013,Lucknow,North,219,Moderate Rain,Road Accident,Agent,60,Female,Settled,26,No,0.52
C3299-G,P25136-J,Yakshit Bail,2024-06-16,Property,Life,230740,156472,43744,471915,Pune,West,117,Light Rain,Flood Damage,Mobile App,44,Female,Settled,3,No,0.49
C1536-Y,P21537-L,Amira Loke,2024-07-01,Vehicle,Health,139550,139550,19500,357136,Mumbai,West,280,Light Rain,Hospitalization,Mobile App,62,Other,Pending,27,No,0.39
C2596-T,P46876-B,Raunak Andra,2024-05-30,Agriculture,Vehicle,277252,277252,39379,483883,Pune,West,259,Heavy Rain,Flood Damage,Online,32,Male,Rejected,30,No,0.57
C6140-C,P60013-P,Miraya Sarin,2024-06-04,Agriculture,Agriculture,126324,126324,42505,268099,Kolkata,East,179,Moderate Rain,Flood Damage,Agent,48,Female,Pending,16,No,0.47
C2325-U,P25006-G,Shayak Sidhu,2024-07-02,Vehicle,Property,31119,31119,20644,174737,Jaipur,North,148,Flood,Hospitalization,Agent,25,Other,Settled,9,No,0.18
C7741-M,P24092-Z,Myra Sunder,2024-08-20,Vehicle,Property,87568,87568,24979,385462,Hyderabad,South,210,Heavy Rain,Crop Loss,Online,68,Female,Settled,29,No,0.23
C1730-Q,P86249-L,Devansh Tiwari,2024-09-04,Agriculture,Vehicle,76379,76379,48979,171911,Delhi,North,119,Flood,Flood Damage,Agent,64,Male,Pending,16,No,0.44
C5514-W,P28073-M,Riaan Shanker,2024-10-26,Property,Life,347649,347649,37738,425988,Delhi,North,172,Flood,Hospitalization,Branch,39,Male,Pending,11,No,0.82
C6857-V,P64999-Y,Kiara Buch,2024-07-18,Health,Property,137140,137140,44222,210280,Ahmedabad,West,269,Light Rain,House Damage,Branch,31,Male,Pending,18,No,0.65
C6820-G,P37960-Q,Rhea Wagle,2024-03-22,Vehicle,Property,135139,116899,26827,315110,Lucknow,North,95,Heavy Rain,House Damage,Agent,42,Male,Pending,21,No,0.43
C6644-I,P55972-H,Myra Virk,2024-12-24,Vehicle,Life,127638,127638,35789,291745,Ahmedabad,West,59,Moderate Rain,Flood Damage,Agent,37,Female,Settled,26,No,0.44
C4801-K,P68885-K,Kismat Tripathi,2024-01-17,Agriculture,Health,141987,141987,7153,240470,Jaipur,North,82,Heavy Rain,Road Accident,Mobile App,48,Female,Pending,28,No,0.59
C2308-U,P82121-F,Indranil Mand,2024-09-14,Agriculture,Vehicle,276147,215573,40298,523367,Hyderabad,South,59,Moderate Rain,Road Accident,Online,43,Other,Settled,6,No,0.53
C2271-Z,P95815-N,Indranil Sane,2024-10-26,Agriculture,Property,75472,75472,28659,216676,Pune,West,206,Flood,Flood Damage,Agent,28,Male,Settled,7,No,0.35
C9421-V,P51599-Z,Anay Brar,2024-10-23,Property,Agriculture,365975,365975,27577,635956,Delhi,North,114,Moderate Rain,Road Accident,Branch,31,Female,Pending,11,Yes,0.58
C7281-D,P10970-Y,Adira Uppal,2024-12-05,Agriculture,Property,84726,84726,24132,258696,Ahmedabad,West,152,Flood,House Damage,Branch,61,Female,Pending,21,No,0.33
C7743-T,P44829-B,Adah Keer,2024-06-06,Property,Vehicle,292357,292357,39172,471670,Bangalore,South,235,Moderate Rain,Flood Damage,Branch,55,Male,Settled,4,Yes,0.62
C4350-L,P44695-J,Chirag Raju,2024-07-18,Agriculture,Vehicle,56160,33239,28389,175724,Chennai,South,270,Heavy Rain,Road Accident,Branch,68,Male,Pending,12,No,0.32
C8327-O,P60536-T,Lakshay Sagar,2024-06-12,Agriculture,Health,187647,187647,20772,326039,Ahmedabad,West,129,Light Rain,House Damage,Agent,40,Female,Pending,4,No,0.58
C5438-E,P72502-G,Yuvaan Butala,2024-07-10,Vehicle,Property,59737,32463,39839,186873,Jaipur,North,226,Heavy Rain,Crop Loss,Agent,59,Other,Settled,13,No,0.32
C8150-S,P46205-W,Gokul Bains,2024-08-03,Property,Agriculture,369010,369010,31972,608025,Mumbai,West,214,Heavy Rain,Crop Loss,Branch,22,Male,Pending,13,No,0.61
C4209-Y,P25369-Z,Samaira Tara,2024-01-10,Vehicle,Life,75171,75171,39308,128090,Chennai,South,78,Moderate Rain,Crop Loss,Agent,19,Female,Settled,17,No,0.59
C4213-K,P46535-A,Indrans Dixit,2024-01-13,Property,Life,331666,331666,49006,430370,Hyderabad,South,55,Light Rain,Hospitalization,Online,20,Other,Settled,24,No,0.77
C2118-P,P29942-Q,Nishith Tata,2024-03-21,Agriculture,Life,240781,237986,47024,453783,Lucknow,North,178,Light Rain,Hospitalization,Agent,41,Female,Settled,17,No,0.53
C2493-P,P37143-B,Drishya Gola,2024-09-27,Agriculture,Property,204287,204287,33501,414592,Lucknow,North,286,Heavy Rain,Hospitalization,Branch,30,Female,Pending,23,Yes,0.49
C7177-E,P83032-M,Manikya Roy,2024-12-02,Property,Agriculture,325967,325967,34466,588112,Lucknow,North,224,Light Rain,House Damage,Online,62,Male,Settled,26,No,0.55
C9476-C,P82985-B,Nishith Manne,2024-11-06,Vehicle,Vehicle,136787,124193,48392,344894,Jaipur,North,57,Light Rain,Road Accident,Online,56,Male,Pending,19,No,0.4
C6679-O,P93244-Q,Nitya Garg,2024-03-01,Vehicle,Agriculture,33767,33767,11913,248776,Jaipur,North,81,Moderate Rain,Flood Damage,Agent,29,Male,Settled,6,No,0.14
C4015-J,P15866-S,Emir Divan,2024-02-18,Health,Health,130014,130014,22082,391049,Delhi,North,274,Flood,Hospitalization,Agent,26,Female,Settled,28,Yes,0.33
C6975-F,P74036-O,Mamooty Johal,2024-04-11,Agriculture,Agriculture,71946,71946,34684,361220,Ahmedabad,West,284,Heavy Rain,House Damage,Agent,21,Female,Settled,26,No,0.2
C1953-I,P13150-E,Yakshit Kala,2024-01-05,Vehicle,Life,88366,88366,22252,172774,Hyderabad,South,277,Moderate Rain,Road Accident,Agent,68,Female,Settled,26,No,0.51
C8528-R,P64094-A,Nishith Soni,2024-05-28,Property,Life,163264,163264,34574,358454,Bangalore,South,273,Light Rain,Flood Damage,Online,64,Female,Pending,17,No,0.46
C3903-R,P89968-I,Nakul Mandal,2024-09-07,Health,Vehicle,124779,124779,19041,408452,Kolkata,East,246,Heavy Rain,House Damage,Mobile App,38,Male,Rejected,16,No,0.31
C7759-J,P97699-H,Madhup D’Alia,2024-02-05,Property,Property,344639,202060,36972,428249,Bangalore,South,259,Flood,Flood Damage,Agent,18,Female,Settled,18,No,0.8
C3360-E,P71913-J,Charvi Cherian,2024-06-09,Agriculture,Health,97834,97834,40345,385144,Hyderabad,South,81,Heavy Rain,Hospitalization,Agent,41,Other,Settled,21,No,0.25
C5058-Q,P69844-F,Ritvik Yohannan,2024-05-25,Property,Life,152539,152539,27343,323174,Bangalore,South,167,Heavy Rain,Crop Loss,Branch,52,Female,Pending,4,Yes,0.47
C9682-I,P13147-F,Vardaniya Reddy,2024-10-12,Property,Agriculture,134339,134339,46724,349084,Lucknow,North,142,Flood,House Damage,Branch,68,Female,Settled,27,No,0.38
C9584-Z,P87695-K,Nayantara D’Alia,2024-12-30,Property,Property,204978,204978,45305,267869,Ahmedabad,West,162,Moderate Rain,Crop Loss,Online,67,Female,Settled,25,No,0.77
C1429-R,P58270-H,Miraya Chada,2024-05-15,Agriculture,Health,214089,214089,27883,493432,Mumbai,West,232,Light Rain,Road Accident,Online,24,Other,Pending,26,No,0.43
C2149-K,P97387-W,Madhav Agarwal,2024-09-24,Health,Agriculture,99165,99165,33433,251245,Bangalore,South,227,Light Rain,Flood Damage,Online,30,Male,Pending,24,No,0.39
C6956-F,P56371-G,Mishti Sabharwal,2024-10-25,Vehicle,Health,72789,72789,7493,195492,Hyderabad,South,208,Flood,Crop Loss,Agent,47,Female,Settled,12,No,0.37
C1655-D,P82732-O,Trisha Dara,2024-07-07,Vehicle,Life,135985,135985,19925,259682,Mumbai,West,211,Flood,House Damage,Online,40,Male,Pending,7,No,0.52
C2474-X,P17706-B,Riya Mane,2024-10-22,Agriculture,Health,176181,176181,48024,406878,Hyderabad,South,124,Heavy Rain,Road Accident,Agent,19,Male,Settled,18,No,0.43
C3820-B,P63093-Y,Lavanya Brahmbhatt,2024-11-17,Vehicle,Agriculture,97367,97367,15214,300390,Pune,West,196,Flood,Crop Loss,Online,26,Other,Settled,18,No,0.32
C9927-Y,P80384-M,Ahana  Divan,2024-09-02,Health,Vehicle,62532,62532,25935,204648,Kolkata,East,189,Light Rain,Flood Damage,Branch,20,Female,Settled,30,No,0.31
C6833-V,P95077-Q,Alia Sha,2024-03-11,Property,Health,418952,418952,8958,637734,Kolkata,East,145,Flood,House Damage,Agent,63,Male,Rejected,27,No,0.66
C3415-G,P42537-T,Kashvi Korpal,2024-09-25,Property,Vehicle,315697,315697,9745,486641,Ahmedabad,West,69,Flood,Flood Damage,Branch,66,Female,Rejected,30,No,0.65
C4760-C,P30957-X,Shray Bajwa,2024-05-07,Vehicle,Property,127922,75653,16082,409993,Pune,West,274,Flood,Hospitalization,Agent,53,Male,Pending,14,No,0.31
C7571-V,P42796-M,Mehul Bakshi,2024-01-06,Vehicle,Health,61902,61902,19637,185336,Pune,West,123,Heavy Rain,House Damage,Online,54,Male,Pending,4,No,0.33
C6712-B,P57468-M,Saksham Soni,2024-04-17,Agriculture,Vehicle,192518,192518,40206,444156,Delhi,North,299,Moderate Rain,House Damage,Agent,31,Male,Settled,22,No,0.43
C8115-M,P20169-Q,Yashvi Kakar,2024-04-10,Health,Agriculture,86357,86357,8527,337239,Kolkata,East,99,Light Rain,Crop Loss,Mobile App,22,Female,Rejected,26,No,0.26
